date,temp_max,temp_min,target,lag_1,lag_2,lag_3,lag_7,rolling_mean_3,rolling_mean_7,day_of_week,month
2023-11-05,12.4,8.1,12.4,11.1,11.0,13.9,16.1,11.5,12.985714285714286,6,11
2023-11-06,12.6,8.9,12.6,12.4,11.1,11.0,15.3,12.033333333333333,12.6,0,11
2023-11-07,11.9,7.2,11.9,12.6,12.4,11.1,12.8,12.300000000000002,12.471428571428573,1,11
2023-11-08,10.8,6.2,10.8,11.9,12.6,12.4,14.4,11.766666666666667,11.957142857142857,2,11
2023-11-09,11.6,5.9,11.6,10.8,11.9,12.6,13.9,11.433333333333335,11.628571428571428,3,11
2023-11-10,10.8,5.2,10.8,11.6,10.8,11.9,11.0,11.066666666666668,11.6,4,11
2023-11-11,9.1,3.1,9.1,10.8,11.6,10.8,11.1,10.500000000000002,11.314285714285715,5,11
2023-11-12,7.8,3.9,7.8,9.1,10.8,11.6,12.4,9.233333333333336,10.657142857142857,6,11
2023-11-13,8.7,1.6,8.7,7.8,9.1,10.8,12.6,8.533333333333335,10.1,0,11
2023-11-14,12.6,8.9,12.6,8.7,7.8,9.1,11.9,9.700000000000001,10.2,1,11
2023-11-15,9.4,4.7,9.4,12.6,8.7,7.8,10.8,10.233333333333334,10.0,2,11
2023-11-16,8.6,2.4,8.6,9.4,12.6,8.7,11.6,10.200000000000001,9.571428571428571,3,11
2023-11-17,5.7,1.0,5.7,8.6,9.4,12.6,10.8,7.900000000000001,8.842857142857143,4,11
2023-11-18,6.2,1.8,6.2,5.7,8.6,9.4,9.1,6.833333333333335,8.428571428571429,5,11
2023-11-19,11.5,3.8,11.5,6.2,5.7,8.6,7.8,7.800000000000002,8.957142857142857,6,11
2023-11-20,10.9,8.2,10.9,11.5,6.2,5.7,8.7,9.533333333333335,9.271428571428572,0,11
2023-11-21,8.2,0.3,8.2,10.9,11.5,6.2,12.6,10.200000000000001,8.642857142857142,1,11
2023-11-22,0.8,-4.2,0.8,8.2,10.9,11.5,9.4,6.633333333333334,7.414285714285714,2,11
2023-11-23,10.8,-0.1,10.8,0.8,8.2,10.9,8.6,6.600000000000001,7.728571428571429,3,11
2023-11-24,8.1,1.0,8.1,10.8,0.8,8.2,5.7,6.566666666666667,8.071428571428571,4,11
2023-11-25,3.0,-0.6,3.0,8.1,10.8,0.8,6.2,7.300000000000002,7.614285714285714,5,11
2023-11-26,0.8,-3.0,0.8,3.0,8.1,10.8,11.5,3.966666666666668,6.085714285714286,6,11
2023-11-27,1.6,-2.6,1.6,0.8,3.0,8.1,10.9,1.8000000000000014,4.757142857142858,0,11
2023-11-28,0.1,-4.5,0.1,1.6,0.8,3.0,8.2,0.8333333333333345,3.6,1,11
2023-11-29,0.8,-5.6,0.8,0.1,1.6,0.8,0.8,0.8333333333333345,3.6000000000000005,2,11
2023-11-30,-0.3,-7.4,-0.3,0.8,0.1,1.6,10.8,0.2000000000000012,2.0142857142857142,3,11
2023-12-01,-2.9,-7.9,-2.9,-0.3,0.8,0.1,8.1,-0.7999999999999988,0.4428571428571429,4,12
2023-12-02,-1.9,-4.7,-1.9,-2.9,-0.3,0.8,3.0,-1.6999999999999986,-0.2571428571428571,5,12
2023-12-03,-1.0,-5.6,-1.0,-1.9,-2.9,-0.3,0.8,-1.9333333333333325,-0.5142857142857142,6,12
2023-12-04,-0.9,-5.2,-0.9,-1.0,-1.9,-2.9,1.6,-1.2666666666666655,-0.8714285714285716,0,12
2023-12-05,-0.7,-3.5,-0.7,-0.9,-1.0,-1.9,0.1,-0.8666666666666655,-0.9857142857142857,1,12
2023-12-06,0.6,-0.8,0.6,-0.7,-0.9,-1.0,0.8,-0.33333333333333215,-1.0142857142857142,2,12
2023-12-07,1.0,-0.9,1.0,0.6,-0.7,-0.9,-0.3,0.3000000000000012,-0.8285714285714285,3,12
2023-12-08,1.3,-0.9,1.3,1.0,0.6,-0.7,-2.9,0.966666666666668,-0.22857142857142856,4,12
2023-12-09,4.6,0.6,4.6,1.3,1.0,0.6,-1.9,2.300000000000001,0.7,5,12
2023-12-10,7.1,1.1,7.1,4.6,1.3,1.0,-1.0,4.333333333333335,1.8571428571428572,6,12
2023-12-11,8.4,5.2,8.4,7.1,4.6,1.3,-0.9,6.7,3.1857142857142855,0,12
2023-12-12,6.7,3.0,6.7,8.4,7.1,4.6,-0.7,7.400000000000002,4.242857142857143,1,12
2023-12-13,4.9,2.8,4.9,6.7,8.4,7.1,0.6,6.666666666666668,4.857142857142857,2,12
2023-12-14,3.9,1.4,3.9,4.9,6.7,8.4,1.0,5.166666666666669,5.271428571428571,3,12
2023-12-15,5.3,-0.3,5.3,3.9,4.9,6.7,1.3,4.700000000000002,5.8428571428571425,4,12
2023-12-16,7.8,4.9,7.8,5.3,3.9,4.9,4.6,5.666666666666669,6.3,5,12
2023-12-17,9.8,6.6,9.8,7.8,5.3,3.9,7.1,7.6333333333333355,6.685714285714285,6,12
2023-12-18,7.1,5.1,7.1,9.8,7.8,5.3,8.4,8.233333333333336,6.499999999999999,0,12
2023-12-19,7.3,5.6,7.3,7.1,9.8,7.8,6.7,8.066666666666668,6.585714285714286,1,12
2023-12-20,6.6,4.0,6.6,7.3,7.1,9.8,4.9,7.000000000000001,6.828571428571428,2,12
2023-12-21,8.7,4.3,8.7,6.6,7.3,7.1,3.9,7.533333333333334,7.514285714285713,3,12
2023-12-22,4.3,1.9,4.3,8.7,6.6,7.3,5.3,6.533333333333334,7.371428571428571,4,12
2023-12-23,3.0,0.4,3.0,4.3,8.7,6.6,7.8,5.333333333333335,6.685714285714285,5,12
2023-12-24,10.6,0.9,10.6,3.0,4.3,8.7,9.8,5.966666666666669,6.799999999999999,6,12
2023-12-25,10.6,7.9,10.6,10.6,3.0,4.3,7.1,8.066666666666668,7.299999999999999,0,12
2023-12-26,9.6,5.1,9.6,10.6,10.6,3.0,7.3,10.266666666666667,7.628571428571427,1,12
2023-12-27,5.0,1.6,5.0,9.6,10.6,10.6,6.6,8.400000000000002,7.3999999999999995,2,12
2023-12-28,10.1,4.6,10.1,5.0,9.6,10.6,8.7,8.233333333333336,7.599999999999999,3,12
2023-12-29,10.6,7.3,10.6,10.1,5.0,9.6,4.3,8.566666666666668,8.499999999999998,4,12
2023-12-30,8.4,4.2,8.4,10.6,10.1,5.0,3.0,9.700000000000003,9.27142857142857,5,12
2023-12-31,7.4,2.9,7.4,8.4,10.6,10.1,10.6,8.800000000000002,8.814285714285715,6,12
2024-01-01,7.3,3.4,7.3,7.4,8.4,10.6,10.6,7.700000000000003,8.342857142857143,0,1
